战争,孙海英,中国大陆,李俊|杨光远,电影,经典,8.0,1424552|,大决战之辽沈战役
战争,古月|苏林|卢奇|傅学诚|刘锡田,中国大陆,李俊|蔡继渭|韦廉|杨光远|景慕逵|翟俊杰,电影,经典,7.8,1424551|,大决战之淮海战役
战争,陈冲|刘晓庆|唐国强|王佳宁|葛存壮,中国大陆,张铮|黄健中,电影,经典,7.4,1309226|,小花
战争,古月|苏林|马绍信|鲁继先|史崇仁,中国大陆,李俊|韦廉,电影,经典,7.6,1307729|,大决战之平津战役
战争,孙道临|康泰|陈述|孙永平|中叔皇,中国大陆,汤晓丹,电影,经典,7.4,1482707|,渡江侦察记
战争,陈戈|冯喆|汤化达|张瑞芳,中国大陆,成荫|汤晓丹,电影,经典,7.3,1463390|,南征北战
战争,陶泽如|陈道明|卢小燕|赵小锐|赵健文,中国大陆,张军钊,电影,经典,7.2,1304771|,一个和八个
战争,张勇手|王润身|梁志鹏,中国大陆,刘沛然,电影,经典,7.6,1916282|,林海雪原
战争,潘长江|魏宗万|叶芳|孙海虹,中国大陆,张建亚,电影,经典,7.3,1482698|,绝境逢生
战争,施正泉,中国大陆,谢铁骊,电影,经典,7.7,1438274|,智取威虎山
战争,王玉珍|夏奎斌|傅凌|谢添|陈仁萱,中国大陆,谢添|陈方千|徐枫,电影,经典,7.0,1498716|,洪湖赤卫队
战争,王晓棠|王心刚|陈立中,中国大陆,严寄洲,电影,经典,7.4,1483955|,野火春风斗古城
战争,富大龙|沈丹萍|江韵辉|牛萌萌|董扬,中国大陆,冯小宁,电影,经典,8.4,1464535|,战争子午线
战争,金焰|黎莉莉|陈燕燕,中国大陆,孙瑜,电影,经典,7.8,1307015|,大路
战争,王晓棠|于洋|张勇手|方辉,中国大陆,严寄洲,电影,经典,7.8,1493578|,英雄虎胆
战争,郭允泰,中国大陆,郭维,电影,经典,7.1,1822209|,智取华山
战争,阮玲玉|黎莉莉|袁丛美|罗朋|汤天绣,中国大陆,孙瑜,电影,经典,7.9,1298619|,小玩意
战争,潘长江|李雪健|李幼斌|袁立|张丰毅,中国大陆,王冀邢,电影,经典,6.8,1437842|,飞虎队
战争,赵尔康|斯琴高娃|马志刚|翟春华|陈佩斯,中国大陆,李俊,电影,经典,7.3,1302573|,归心似箭
战争,丁尼|高岩|胡晓光|李长华|李舒田,中国大陆,王冰,电影,经典,6.6,1305227|,战上海
战争,卢奇|傅学诚,中国大陆,韦廉,电影,经典,6.8,2262160|,大转折
战争,雷恪生|袁苑|赵胜胜|周国宾|宫晓瑄,中国大陆,吴天戈,电影,经典,8.8,2364059|,大捷
战争,刘戴恩|陈禹衡|李欣怡|彭楚雅|周艺,中国大陆,袁慧玲|邹江,电影,经典,6.8,26891314|,小戏骨：花木兰
战争,石挥|俞仲英|石灵|程之|崔超明,中国大陆,石挥,电影,经典,8.1,3008469|,关连长
战争,张伐|高博|中叔皇|李农|里坡,中国大陆,汤晓丹,电影,经典,7.1,2033873|,红日
战争,古月|李法曾,中国大陆,李前宽|肖桂云,电影,经典,8.0,1980790|,决战之后
战争,张勇手|邢吉田,中国大陆,许又新,电影,经典,7.2,2138486|,奇袭
战争,王晖|侯勇|侯祥玲|李泓瑞|黄尧,中国大陆,安澜,电影,经典,3.3,26897495|,大会师
战争,吴桂苓|吴京安|李法曾|杜志国|郑邦玉,中国大陆,李前宽|肖桂云,电影,经典,6.7,2142197|,七七事变
战争,杜振清|储智博|赵小锐|孙海英|孙成斌,中国大陆,朱岩|梁治强,电影,经典,7.9,1915671|,闪电行动
战争,李乾铭|颜丹晨|黄一飞,中国大陆,刘观伟,电影,经典,2.6,6845675|,我是中国人
战争,王苏娅|庞学勤|林农|马世达|张辉,中国大陆,王炎,电影,经典,7.2,2346533|,战火中的青春
战争,王心刚,中国大陆,李文化,电影,经典,6.9,2275036|,侦察兵
战争,里坡|胡朋|刘季云,中国大陆,冯毅夫|李俊,电影,经典,6.3,1925024|,回民支队
战争,刘颖涛|郑玉|王玉璋|绳中|褚家设,中国大陆,杨光远,电影,经典,7.0,1418407|,铁血昆仑关
战争,范雨林|李梅可|王辉,中国大陆,蔡抒南,电影,经典,4.0,20458803|,残团
战争,舒淇|吴辰君|王千源,中国大陆,叶鸿伟,电影,经典,6.8,2279838|,山顶上的钟声
战争,赵丹|王丹凤|崔嵬,中国大陆,徐韬,电影,经典,7.4,2997305|,海魂
战争,王晓棠|王心刚|张勇手,中国大陆,严寄洲,电影,经典,7.2,3113758|,海鹰
战争,黄凯|蓝马,中国大陆,华纯|成荫,电影,经典,6.6,1298298|,万水千山
战争,陶冰蓝|肖杨博涵|陈禹衡|杨旻奎,中国大陆,曹远志,电影,经典,7.7,26890955|,小戏骨：洪湖赤卫队
战争,王志刚|王丹华|于力|周楚|张良,中国大陆,张一,电影,经典,5.8,6010023|,挺进中原
战争,钟奕儿,中国大陆,袁慧玲|陆剑梅|李顺舟|钟绅|杨露曦|吴楚强|尹俊欢,电影,经典,7.9,26889885|,小戏骨：娘
战争,祁晟原|钟奕儿|陈荣达|周艺|罗自豪,中国大陆,邱刚,电影,经典,cover_x,26895428|,小戏骨：我要当红军
战争,刘旭|刘长纯|连奕,中国大陆,安澜,电影,经典,5.4,2279614|,曾克林出关
战争,上官云珠|孙道临|仲星火,中国大陆,白沉,电影,经典,6.7,1307256|,南岛风云
战争,丁俨|沈丹萍|李加西,中国大陆,张驰,电影,经典,6.9,3332466|,二小放牛郎
战争,柯俊雄|刘家辉|谷峰|午马|刘永,中国大陆,柯俊雄|午马,电影,经典,5.4,1308728|,一代枭雄曹操
战争,洪兆森,中国大陆,高衡,电影,经典,5.9,4735177|,英雄小八路
战争,赵联|齐桂荣|车毅,中国大陆,于彦夫,电影,经典,7.3,2346516|,自有后来人
战争,张平|周凤山|刘秉章|翟春华,中国大陆,史文炽,电影,经典,7.2,3348593|,怒潮
战争,李亚林|徐连凯|周文彬,中国大陆,广布道尔基,电影,经典,6.8,4282200|,前哨
战争,葛存壮|沈冠初|蔡明|谢园,中国大陆,于清,电影,经典,5.8,3071292|,新兵马强
战争,崔超明|冯喆,中国大陆,傅超武,电影,经典,6.5,1480411|,金沙江畔
战争,陈坤|黄渤,中国大陆,乌尔善,电影,经典,cover_x,10604086|,封神三部曲
战争,曹会渠|王润身|王仁|杨洸|李舒田,中国大陆,李舒田,电影,经典,cover_x,3204536|,长空比翼
战争,宋佳伦|林好,中国大陆,潘镜丞,电影,经典,5.8,5349920|,战火中的伤情
战争,方子颖|杨轶然|周征波,中国大陆,石伟,电影,经典,4.7,10545941|,飞越山海关
战争,赵丹|白杨|魏鹤龄,中国大陆,沈西苓,电影,经典,cover_x,2142720|,中华儿女
战争,季平|马精武,中国大陆,谢飞|郑洞天,电影,经典,cover_x,3542103|,火娃
战争,白英宽|刘增庆|张延|李宗林,中国大陆,黄野,电影,经典,cover_x,4282165|,云雾山中
战争,赵福余|兰岚|张棪琰,中国大陆,栾逢勤,电影,经典,4.7,2297036|,许世友出拳
战争,李长华|田华|冯一夫|石存玉|李延秀,中国大陆,王冰,电影,经典,cover_x,3204538|,碧海丹心
战争,于是之,中国大陆,史大千|李恩杰,电影,经典,cover_x,1827609|,以革命的名义
战争,张勤道|王孝忠|吴竞|刘振国|李士溪,中国大陆,王为一|王毅,电影,经典,cover_x,1887593|,一个美国飞行员
战争,吴坚|王惠,中国大陆,佳木,电影,经典,cover_x,3407774|,远东间谍战
战争,金鑫|王心圣|王新民,中国大陆,栾逢勤,电影,经典,cover_x,5401718|,血浴羊山
战争,刘卫华|高莲娜|汪宝生,中国大陆,王文智,电影,经典,cover_x,1303236|,侠女黑玫瑰
战争,丁笑宜|姚居德|孙飞鹏|古月|孔祥玉,中国大陆,韦廉|宋业明,电影,经典,cover_x,10535442|,北纬三十八度
战争,韩月乔|巫刚|荆明华|杜原|潘孝志,中国大陆,李俊,电影,经典,cover_x,19965297|,女教官的报告
战争,,中国大陆,康洪雷,电影,经典,cover_x,26736880|,亮剑
战争,黄轩|苗苗|钟楚曦|杨采钰|李晓峰,中国大陆,冯小刚,电影,青春,7.6,26862829|,芳华
战争,章子怡|黄晓明|张震|王力宏|陈楚生,中国大陆,李芳芳,电影,青春,7.6,6874741|,无问西东
战争,李晨|范冰冰|王千源|李佳航|赵达,中国大陆,李晨,电影,青春,5.0,26753020|,空天猎
战争,张国荣|梅婷|泰德·巴勃考克|陶泽如|罗伯特·麦克雷,中国大陆,叶大鹰,电影,青春,7.0,1298207|,红色恋人
战争,徐洪浩|一龙|彭士腾|沈浩|王韬,中国大陆,宁海强,电影,青春,3.3,27102739|,中国蓝盔
战争,徐枫|涂中如,中国大陆,张一,电影,青春,7.5,1472251|,枫
战争,崔林|凌潇肃|范雷|尚于博|雷恪生,中国大陆,沈东,电影,青春,6.3,1937203|,枪手
战争,王苏娅|庞学勤|林农|马世达|张辉,中国大陆,王炎,电影,青春,7.2,2346533|,战火中的青春
战争,王宏伟|韩志,中国大陆,李威,电影,青春,5.2,3271513|,捕蛇少年
战争,马雪阳|刘洲成|张远|肖旭|郭柯彤,中国大陆,王涛涛,电影,青春,3.7,26831272|,先锋之那时青春
战争,张铎|王紫逸|姜瑞佳,中国大陆,周伟,电影,青春,4.6,6714125|,成成烽火之沙沟事件
战争,宋佳伦|林好,中国大陆,潘镜丞,电影,青春,5.8,5349920|,战火中的伤情
战争,黄轩|苗苗|钟楚曦|杨采钰|李晓峰,中国大陆,冯小刚,电影,文艺,7.6,26862829|,芳华
战争,章子怡|黄晓明|张震|王力宏|陈楚生,中国大陆,李芳芳,电影,文艺,7.6,6874741|,无问西东
战争,乔·阿尔文|加内特·赫德兰|克里斯汀·斯图尔特|范·迪塞尔|李淳,中国大陆,李安,电影,文艺,8.4,25983044|,比利·林恩的中场战事
战争,姜文|巩俐|滕汝骏|钱明|陈志刚,中国大陆,张艺谋,电影,文艺,8.3,1306505|,红高粱
战争,陈坤|徐若瑄|李冰冰|归亚蕾|秦汉,中国大陆,尹力,电影,文艺,6.9,1949811|,云水谣
战争,周迅|彭于晏|霍建华|叶德娴|郭涛,中国大陆,许鞍华,电影,文艺,6.9,26425072|,明月几时有
战争,富大龙|前田知惠|安娜·捷尼拉洛娃|王学伟|李鸣,中国大陆,冯小宁,电影,文艺,8.1,1308078|,紫日
战争,林青霞|秦汉|张曼玉|吴耀汉|顾美华,中国大陆,严浩,电影,文艺,8.2,1296334|,滚滚红尘
战争,孙红雷|桂纶镁|方中信|徐静蕾|黄磊,中国大陆,赵宝刚,电影,文艺,5.4,25789352|,触不可及
战争,王大治|郭金杰|葛晓凤|苏丽|罗京民,中国大陆,赵小溪,电影,文艺,7.8,25757187|,我不是王毛
战争,张国荣|梅婷|泰德·巴勃考克|陶泽如|罗伯特·麦克雷,中国大陆,叶大鹰,电影,文艺,7.0,1298207|,红色恋人
战争,陈坤|曾黎|王雅捷|毕远晋|李丽虹,中国大陆,陈逸飞|吴思远,电影,文艺,6.3,1875311|,理发师
战争,冯远征|仲村亨|章子怡|刘烨|李冰冰,中国大陆,娄烨,电影,文艺,6.5,1303217|,紫蝴蝶
战争,刘亦菲|埃米尔·赫斯基|李芳淙|严屹宽|余少群,中国大陆,比利·奥古斯特,电影,文艺,6.0,25865831|,烽火芳菲
战争,苏有朋|居文沛|蒲巴甲|翁虹|卢奇,中国大陆,江平,电影,文艺,6.5,5045804|,康定情歌
战争,苗圃|中井贵一|郭涛|余皑磊|孙青青,中国大陆,金琛,电影,文艺,6.9,2255992|,凤凰
战争,沈秋雨|沈涛|王欢|呼延晓辉|张恩齐,中国大陆,任鹏,电影,文艺,5.1,25761527|,江南爱情故事
战争,宁静|杨丽萍|王学圻|宁才|罗兰佐·卡伦德,中国大陆,胡雪桦,电影,文艺,7.1,1304408|,兰陵王
战争,威廉·达福|罗燕|石修,中国大陆,严浩,电影,文艺,6.6,1306346|,庭院里的女人
战争,杨竣羽|余又熙|安德烈|金琦茗,中国大陆,徐化,电影,文艺,7.3,24522669|,醒来吧，宝贝
战争,中泉英雄|漆子美|李婳|叶峰|王曦,中国大陆,关晶,电影,文艺,cover_x,26581128|,何去何从
战争,王学圻|丁海峰|平田满,中国大陆,蒋钦民,电影,文艺,7.1,1451361|,葵花劫
战争,姜文|香川照之|袁丁|姜宏波|丛志军,中国大陆,姜文,电影,搞笑,9.2,1291858|,鬼子来了
战争,张涵予|梁家辉|林更新|余男|佟丽娅,中国大陆,徐克,电影,搞笑,7.7,10807909|,智取威虎山
战争,雷佳音|陶虹|程媛媛|山崎敬一|郭涛,中国大陆,宁浩,电影,搞笑,6.8,6080775|,黄金大劫案
战争,成龙|约翰·库萨克|艾德里安·布洛迪|崔始源|林鹏,中国大陆,李仁港,电影,搞笑,5.9,25823833|,天将雄师
战争,贾林|魏宗万|孙飞虎|李颖,中国大陆,张建亚,电影,搞笑,8.4,2132220|,三毛从军记
战争,孙红雷|景甜|金喜善|吴镇宇|中井贵一,中国大陆,金琛,电影,搞笑,3.8,4707585|,战国
战争,王大治|郭金杰|葛晓凤|苏丽|罗京民,中国大陆,赵小溪,电影,搞笑,7.8,25757187|,我不是王毛
战争,黄晓明|张译|张歆艺|王烈|包小柏,中国大陆,杨树鹏,电影,搞笑,5.3,10508901|,匹夫
战争,唐国强|王伍福|陶泽如|刘之冰|印小天,中国大陆,宁海强|张玉中,电影,搞笑,4.8,26421030|,百团大战
战争,潘长江|魏宗万|叶芳|孙海虹,中国大陆,张建亚,电影,搞笑,7.3,1482698|,绝境逢生
战争,李东学|于小伟|聂远|宋佳伦|徐洪浩,中国大陆,宁海强,电影,搞笑,5.4,26822683|,勇士
战争,邱启明,中国大陆,贺梦凡,电影,搞笑,2.4,21323597|,冲锋号
战争,彭丹|任帅|姬他,中国大陆,彭丹,电影,搞笑,2.4,19944520|,南泥湾
战争,赵毅|刘鉴|白雨|池源|高郡伟,中国大陆,杨虎,电影,搞笑,4.5,19967789|,刘老庄八十二壮士
战争,王晖|侯勇|侯祥玲|李泓瑞|黄尧,中国大陆,安澜,电影,搞笑,3.3,26897495|,大会师
战争,陈浩民|阚犇犇|涂黎曼|严艺丹|张庆庆,中国大陆,李国沅,电影,搞笑,4.0,27195091|,青天降妖录
战争,宋晓宇|李垚|徐炜|葛平|张怀武,中国大陆,李涛歌,电影,搞笑,cover_x,27068480|,大象林旺之一炮成名
战争,李抒航|张定涵|徐少强|贺生伟|何昊阳,中国大陆,李抒航,电影,搞笑,cover_x,27073027|,片甲不留
战争,潘长江|刘威|李幼斌,中国大陆,潘长江,电影,搞笑,5.1,5977794|,飞虎群英
战争,王冬|赵彬|孙天一,中国大陆,方言,电影,搞笑,cover_x,l|public|s4635339|jpg|id|5977794|cover_y|237|26711053|,胖子的穿越之旅
战争,张译|黄景瑜|海清|杜江|蒋璐霞,中国大陆,林超贤,电影,励志,8.3,26861685|,红海行动
战争,章子怡|黄晓明|张震|王力宏|陈楚生,中国大陆,李芳芳,电影,励志,7.6,6874741|,无问西东
战争,吴其江|宁宁|聂远|曹凯|刘之冰,中国大陆,宁海强,电影,励志,4.4,24530628|,目标战
战争,徐洪浩|一龙|彭士腾|沈浩|王韬,中国大陆,宁海强,电影,励志,3.3,27102739|,中国蓝盔
战争,彭丹|任帅|姬他,中国大陆,彭丹,电影,励志,2.4,19944520|,南泥湾
战争,崔林|凌潇肃|范雷|尚于博|雷恪生,中国大陆,沈东,电影,励志,6.3,1937203|,枪手
战争,张震|叶宝华|任亚明|高增志|商宏,中国大陆,鲁艺,电影,励志,3.3,26890173|,四渡赤水
战争,约瑟夫·费因斯|窦骁|刘小倩|刘泳庆|娄宇健,中国大陆,冼杞然|迈克尔·帕克,电影,励志,6.2,26431412|,终极胜利
战争,张子健|薛山|程皓枫|丛珊|刘亚津,中国大陆,萧锋,电影,励志,5.7,4073876|,铁流1949
战争,荣梓杉|关亚军|丁宁|郭紫铭|高山流水,中国大陆,熊玮,电影,励志,cover_x,30181498|,云上日出
战争,宋晓宇|李垚|徐炜|葛平|张怀武,中国大陆,李涛歌,电影,励志,cover_x,27068480|,大象林旺之一炮成名
战争,张铎|王紫逸|姜瑞佳,中国大陆,周伟,电影,励志,4.6,6714125|,成成烽火之沙沟事件
战争,高天,中国大陆,谷锦云,电影,励志,cover_x,27000173|,渊子崖保卫战
战争,方子颖|杨轶然|周征波,中国大陆,石伟,电影,励志,4.7,10545941|,飞越山海关
战争,姚扩|卢倩文|康弘|梁欣|赵牧,中国大陆,吴军,电影,励志,cover_x,20514924|,边区造
战争,东方闻樱|纪玲,中国大陆,郑永明,电影,魔幻,4.9,3993263|,人奶魔巢
战争,许铂岑|王韦智|王怡苏|释小龙,中国大陆,陈健|谭晓明,电影,魔幻,2.9,26821747|,古田会议
战争,刘迈|梁思琪|孙荐玺,中国大陆,肖风,电影,魔幻,6.3,5031409|,大劫难
战争,陈坤|黄渤,中国大陆,乌尔善,电影,魔幻,cover_x,10604086|,封神三部曲
战争,黄轩|苗苗|钟楚曦|杨采钰|李晓峰,中国大陆,冯小刚,电影,感人,7.6,26862829|,芳华
战争,克里斯蒂安·贝尔|倪妮|张歆怡|黄天元|韩熙庭,中国大陆,张艺谋,电影,感人,8.0,3649049|,金陵十三钗
战争,章子怡|黄晓明|张震|王力宏|陈楚生,中国大陆,李芳芳,电影,感人,7.6,6874741|,无问西东
战争,周迅|李冰冰|张涵予|王志文|黄晓明,中国大陆,陈国富|高群书,电影,感人,8.1,3734112|,风声
战争,张国立|张默|徐帆|李雪健|陈道明,中国大陆,冯小刚,电影,感人,7.5,6011805|,一九四二
战争,雷佳音|陶虹|程媛媛|山崎敬一|郭涛,中国大陆,宁浩,电影,感人,6.8,6080775|,黄金大劫案
战争,布拉德·皮特|希亚·拉博夫|罗根·勒曼|迈克尔·佩纳|乔·博恩瑟,中国大陆,大卫·阿耶,电影,感人,7.8,23331914|,狂怒
战争,富大龙|前田知惠|安娜·捷尼拉洛娃|王学伟|李鸣,中国大陆,冯小宁,电影,感人,8.1,1308078|,紫日
战争,郑少秋|徐帆|郑伊健|于波|周渝民,中国大陆,于仁泰,电影,感人,6.0,5996799|,忠烈杨家将
战争,刘烨|王珞丹|杨祐宁|叶青|黄志忠,中国大陆,彭顺,电影,感人,4.9,25945350|,我的战争
战争,张国荣|梅婷|泰德·巴勃考克|陶泽如|罗伯特·麦克雷,中国大陆,叶大鹰,电影,感人,7.0,1298207|,红色恋人
战争,刘亦菲|埃米尔·赫斯基|李芳淙|严屹宽|余少群,中国大陆,比利·奥古斯特,电影,感人,6.0,25865831|,烽火芳菲
战争,苏有朋|居文沛|蒲巴甲|翁虹|卢奇,中国大陆,江平,电影,感人,6.5,5045804|,康定情歌
战争,王霙|徐箭|董勇|孙维民|保剑锋,中国大陆,陈力,电影,感人,4.8,26916202|,血战湘江
战争,刘琳|范志博|李念|张璇|曹苑,中国大陆,王坪,电影,感人,7.7,3778246|,沂蒙六姐妹
战争,陈牧扬|侯煜|朱义|源维杰|郭鑫,中国大陆,周琦|马德林,电影,感人,2.7,11636794|,湘南起义
战争,丁俨|沈丹萍|李加西,中国大陆,张驰,电影,感人,6.9,3332466|,二小放牛郎
战争,方子颖|杨轶然|周征波,中国大陆,石伟,电影,感人,4.7,10545941|,飞越山海关
战争,克里斯蒂安·贝尔|倪妮|张歆怡|黄天元|韩熙庭,中国大陆,张艺谋,电影,女性,8.0,3649049|,金陵十三钗
战争,周迅|李冰冰|张涵予|王志文|黄晓明,中国大陆,陈国富|高群书,电影,女性,8.1,3734112|,风声
战争,姜文|巩俐|滕汝骏|钱明|陈志刚,中国大陆,张艺谋,电影,女性,8.3,1306505|,红高粱
战争,刘琳|范志博|李念|张璇|曹苑,中国大陆,王坪,电影,女性,7.7,3778246|,沂蒙六姐妹
战争,威廉·达福|罗燕|石修,中国大陆,严浩,电影,女性,6.6,1306346|,庭院里的女人
战争,刘威|何晴|张悦楷|朱亚英|徐丽莉,中国大陆,金作信|王连平,电影,女性,6.3,2035116|,女子别动队
战争,刘一含|战卫华|邓杨宁|孙菲菲,中国大陆,孟奇,电影,女性,2.1,27066362|,娘子军传奇
战争,苑乔|张峰|齐超,中国大陆,石桀锐,电影,女性,5.5,30194414|,烽火逐金
战争,张凯丽|岳红|杜雨露,中国大陆,杨光远,电影,女性,6.4,1308351|,八女投江
战争,于慧|蒋婧|徐小健,中国大陆,李作楠,电影,女性,6.4,6080849|,濠河边上的女人
战争,嘉娜|艾尔昔|裴尔达维斯,中国大陆,广春兰,电影,女性,cover_x,1884902|,孤女恋
战争,王丽云|傅艺伟,中国大陆,陈家林|孙清国,电影,女性,cover_x,4290682|,女兵圆舞曲
战争,董勇|巫刚|张煊赫|李思博|刘奕,中国大陆,孙铁,电影,黑帮,6.0,19997896|,近距离击杀
战争,邵兵|侯勇|吕红旭|墨阳|卢奇,中国大陆,安澜,电影,黑帮,4.7,23854117|,战将周希汉
战争,华子|杨潇|罗江|雷德鹏|姜虎章,中国大陆,华子,电影,黑帮,8.2,6067748|,麻
战争,连姆·尼森|本·金斯利|拉尔夫·费因斯|卡罗琳·古多尔|乔纳森·萨加尔,美国,史蒂文·斯皮尔伯格,电影,经典,9.5,1295124|,辛德勒的名单
战争,莫妮卡·贝鲁奇|朱塞佩·苏尔法罗|埃丽萨·莫鲁奇,美国,朱塞佩·托纳多雷,电影,经典,8.8,1292402|,西西里的美丽传说
战争,菲恩·怀特海德|汤姆·格林-卡尼|杰克·劳登|哈里·斯泰尔斯|阿奈林·巴纳德,美国,克里斯托弗·诺兰,电影,经典,8.4,26607693|,敦刻尔克
战争,梅尔·吉布森|苏菲·玛索|布莱恩·考克斯|詹姆斯·卡沙莫|辛·劳洛,美国,梅尔·吉布森,电影,经典,8.8,1294639|,勇敢的心
战争,费雯·丽|克拉克·盖博|奥利维娅·德哈维兰|托马斯·米切尔|芭芭拉·欧内尔,美国,维克多·弗莱明|乔治·库克|山姆·伍德,电影,经典,9.2,1300267|,乱世佳人
战争,汤姆·汉克斯|汤姆·塞兹摩尔|爱德华·伯恩斯|巴里·佩珀|亚当·戈德堡,美国,史蒂文·斯皮尔伯格,电影,经典,8.9,1292849|,拯救大兵瑞恩
战争,本尼迪克特·康伯巴奇|凯拉·奈特莉|马修·古迪|罗里·金奈尔|艾伦·里奇,美国,莫滕·泰杜姆,电影,经典,8.6,10463953|,模仿游戏
战争,乔·阿尔文|加内特·赫德兰|克里斯汀·斯图尔特|范·迪塞尔|李淳,美国,李安,电影,经典,8.4,25983044|,比利·林恩的中场战事
战争,拉尔夫·费因斯|朱丽叶·比诺什|威廉·达福|克里斯汀·斯科特·托马斯|纳威恩·安德利维斯,美国,安东尼·明格拉,电影,经典,8.5,1291853|,英国病人
战争,阿萨·巴特菲尔德|维拉·法米加|大卫·休里斯|杰克·塞隆|鲁伯特·弗兰德,美国,马克·赫尔曼,电影,经典,9.0,3008247|,穿条纹睡衣的男孩
战争,本·阿弗莱克|乔什·哈奈特|凯特·贝金赛尔|小库珀·古丁|强·沃特,美国,迈克尔·贝,电影,经典,7.8,1302987|,珍珠港
战争,费雯·丽|罗伯特·泰勒|露塞尔·沃特森|弗吉尼亚·菲尔德|玛丽亚·彭斯卡娅,美国,茂文·勒鲁瓦,电影,经典,8.8,1293964|,魂断蓝桥
战争,唐·钱德尔|苏菲·奥康内多|杰昆·菲尼克斯|尼克·诺特|哈基姆·凯-卡西姆,美国,特瑞·乔治,电影,经典,8.9,1291822|,卢旺达饭店
战争,亨弗莱·鲍嘉|英格丽·褒曼|保罗·亨雷德|克劳德·雷恩斯|康拉德·韦特,美国,迈克尔·柯蒂兹,电影,经典,8.6,1296753|,卡萨布兰卡
战争,乔什·哈奈特|伊万·麦克格雷格|汤姆·塞兹摩尔|金·寇兹|艾文·布莱纳,美国,雷德利·斯科特,电影,经典,8.6,1291824|,黑鹰坠落
